id_trial,st_sample,st_comp1,st_comp2,st_comp3,sample_c1_subset,sample_c2_subset,sample_c3_subset,option_answer
37715,C2,A3,TY,B1,0,0,0,O_0
37716,C2,A3,TY,B2,0,0,symmetry,O_3
37717,C2,A3,TY,B3,0,0,0,O_0
37718,C2,A3,TY,B4,0,0,0,O_0
37719,C2,A3,TY,TY,0,0,0,O_0
37720,C2,A3,TY,C1,0,0,0,O_0
37721,C2,A3,TY,C2,0,0,reflexivity,O_3
37722,C2,A3,TY,C3,0,0,0,O_0
37723,C2,A3,TY,C4,0,0,0,O_0
37724,C2,A3,TY,TZ,0,0,0,O_0
37725,C2,A3,C1,A1,0,0,0,O_0
37726,C2,A3,C1,A2,0,0,equivalence,O_3
37727,C2,A3,C1,A3,0,0,0,O_0
37728,C2,A3,C1,A4,0,0,0,O_0
37729,C2,A3,C1,TX,0,0,0,O_0
37730,C2,A3,C1,B1,0,0,0,O_0
37731,C2,A3,C1,B2,0,0,symmetry,O_3
37732,C2,A3,C1,B3,0,0,0,O_0
37733,C2,A3,C1,B4,0,0,0,O_0
37734,C2,A3,C1,TY,0,0,0,O_0
37735,C2,A3,C1,C1,0,0,0,O_0
37736,C2,A3,C1,C2,0,0,reflexivity,O_3
37737,C2,A3,C1,C3,0,0,0,O_0
37738,C2,A3,C1,C4,0,0,0,O_0
37739,C2,A3,C1,TZ,0,0,0,O_0
37740,C2,A3,C2,A1,0,reflexivity,0,O_2
37742,C2,A3,C2,A3,0,reflexivity,0,O_2
37743,C2,A3,C2,A4,0,reflexivity,0,O_2
37744,C2,A3,C2,TX,0,reflexivity,0,O_2
37745,C2,A3,C2,B1,0,reflexivity,0,O_2
37747,C2,A3,C2,B3,0,reflexivity,0,O_2
37748,C2,A3,C2,B4,0,reflexivity,0,O_2
37749,C2,A3,C2,TY,0,reflexivity,0,O_2
37750,C2,A3,C2,C1,0,reflexivity,0,O_2
37752,C2,A3,C2,C3,0,reflexivity,0,O_2
37753,C2,A3,C2,C4,0,reflexivity,0,O_2
37754,C2,A3,C2,TZ,0,reflexivity,0,O_2
37755,C2,A3,C3,A1,0,0,0,O_0
37756,C2,A3,C3,A2,0,0,equivalence,O_3
37757,C2,A3,C3,A3,0,0,0,O_0
37758,C2,A3,C3,A4,0,0,0,O_0
37759,C2,A3,C3,TX,0,0,0,O_0
37760,C2,A3,C3,B1,0,0,0,O_0
37761,C2,A3,C3,B2,0,0,symmetry,O_3
37762,C2,A3,C3,B3,0,0,0,O_0
37763,C2,A3,C3,B4,0,0,0,O_0
37764,C2,A3,C3,TY,0,0,0,O_0
37765,C2,A3,C3,C1,0,0,0,O_0
37766,C2,A3,C3,C2,0,0,reflexivity,O_3
37767,C2,A3,C3,C3,0,0,0,O_0
37768,C2,A3,C3,C4,0,0,0,O_0
37769,C2,A3,C3,TZ,0,0,0,O_0
37770,C2,A3,C4,A1,0,0,0,O_0
37771,C2,A3,C4,A2,0,0,equivalence,O_3
37772,C2,A3,C4,A3,0,0,0,O_0
37773,C2,A3,C4,A4,0,0,0,O_0
37774,C2,A3,C4,TX,0,0,0,O_0
37775,C2,A3,C4,B1,0,0,0,O_0
37776,C2,A3,C4,B2,0,0,symmetry,O_3
37777,C2,A3,C4,B3,0,0,0,O_0
37778,C2,A3,C4,B4,0,0,0,O_0
37779,C2,A3,C4,TY,0,0,0,O_0
37780,C2,A3,C4,C1,0,0,0,O_0
37781,C2,A3,C4,C2,0,0,reflexivity,O_3
37782,C2,A3,C4,C3,0,0,0,O_0
37783,C2,A3,C4,C4,0,0,0,O_0
37784,C2,A3,C4,TZ,0,0,0,O_0
37785,C2,A3,TZ,A1,0,0,0,O_0
37786,C2,A3,TZ,A2,0,0,equivalence,O_3
37787,C2,A3,TZ,A3,0,0,0,O_0
37788,C2,A3,TZ,A4,0,0,0,O_0
37789,C2,A3,TZ,TX,0,0,0,O_0
37790,C2,A3,TZ,B1,0,0,0,O_0
37791,C2,A3,TZ,B2,0,0,symmetry,O_3
37792,C2,A3,TZ,B3,0,0,0,O_0
37793,C2,A3,TZ,B4,0,0,0,O_0
37794,C2,A3,TZ,TY,0,0,0,O_0
37795,C2,A3,TZ,C1,0,0,0,O_0
37796,C2,A3,TZ,C2,0,0,reflexivity,O_3
37797,C2,A3,TZ,C3,0,0,0,O_0
37798,C2,A3,TZ,C4,0,0,0,O_0
37799,C2,A3,TZ,TZ,0,0,0,O_0
37800,C2,A4,A1,A1,0,0,0,O_0
37801,C2,A4,A1,A2,0,0,equivalence,O_3
37802,C2,A4,A1,A3,0,0,0,O_0
37803,C2,A4,A1,A4,0,0,0,O_0
37804,C2,A4,A1,TX,0,0,0,O_0
37805,C2,A4,A1,B1,0,0,0,O_0
37806,C2,A4,A1,B2,0,0,symmetry,O_3
37807,C2,A4,A1,B3,0,0,0,O_0
37808,C2,A4,A1,B4,0,0,0,O_0
37809,C2,A4,A1,TY,0,0,0,O_0
37810,C2,A4,A1,C1,0,0,0,O_0
37811,C2,A4,A1,C2,0,0,reflexivity,O_3
37812,C2,A4,A1,C3,0,0,0,O_0
37813,C2,A4,A1,C4,0,0,0,O_0
37814,C2,A4,A1,TZ,0,0,0,O_0
37815,C2,A4,A2,A1,0,equivalence,0,O_2
37817,C2,A4,A2,A3,0,equivalence,0,O_2
37818,C2,A4,A2,A4,0,equivalence,0,O_2
37819,C2,A4,A2,TX,0,equivalence,0,O_2
37820,C2,A4,A2,B1,0,equivalence,0,O_2
37822,C2,A4,A2,B3,0,equivalence,0,O_2
37823,C2,A4,A2,B4,0,equivalence,0,O_2
37824,C2,A4,A2,TY,0,equivalence,0,O_2
37825,C2,A4,A2,C1,0,equivalence,0,O_2
37827,C2,A4,A2,C3,0,equivalence,0,O_2
37828,C2,A4,A2,C4,0,equivalence,0,O_2
37829,C2,A4,A2,TZ,0,equivalence,0,O_2
37830,C2,A4,A3,A1,0,0,0,O_0
37831,C2,A4,A3,A2,0,0,equivalence,O_3
37832,C2,A4,A3,A3,0,0,0,O_0
37833,C2,A4,A3,A4,0,0,0,O_0
37834,C2,A4,A3,TX,0,0,0,O_0
37835,C2,A4,A3,B1,0,0,0,O_0
37836,C2,A4,A3,B2,0,0,symmetry,O_3
37837,C2,A4,A3,B3,0,0,0,O_0
37838,C2,A4,A3,B4,0,0,0,O_0
37839,C2,A4,A3,TY,0,0,0,O_0
37840,C2,A4,A3,C1,0,0,0,O_0
37841,C2,A4,A3,C2,0,0,reflexivity,O_3
37842,C2,A4,A3,C3,0,0,0,O_0
37843,C2,A4,A3,C4,0,0,0,O_0
37844,C2,A4,A3,TZ,0,0,0,O_0
37845,C2,A4,A4,A1,0,0,0,O_0
37846,C2,A4,A4,A2,0,0,equivalence,O_3
37847,C2,A4,A4,A3,0,0,0,O_0
37848,C2,A4,A4,A4,0,0,0,O_0
37849,C2,A4,A4,TX,0,0,0,O_0
37850,C2,A4,A4,B1,0,0,0,O_0
37851,C2,A4,A4,B2,0,0,symmetry,O_3
37852,C2,A4,A4,B3,0,0,0,O_0
37853,C2,A4,A4,B4,0,0,0,O_0
37854,C2,A4,A4,TY,0,0,0,O_0
37855,C2,A4,A4,C1,0,0,0,O_0
37856,C2,A4,A4,C2,0,0,reflexivity,O_3
37857,C2,A4,A4,C3,0,0,0,O_0
37858,C2,A4,A4,C4,0,0,0,O_0
37859,C2,A4,A4,TZ,0,0,0,O_0
37860,C2,A4,TX,A1,0,0,0,O_0
37861,C2,A4,TX,A2,0,0,equivalence,O_3
37862,C2,A4,TX,A3,0,0,0,O_0
37863,C2,A4,TX,A4,0,0,0,O_0
37864,C2,A4,TX,TX,0,0,0,O_0
37865,C2,A4,TX,B1,0,0,0,O_0
37866,C2,A4,TX,B2,0,0,symmetry,O_3
37867,C2,A4,TX,B3,0,0,0,O_0
37868,C2,A4,TX,B4,0,0,0,O_0
37869,C2,A4,TX,TY,0,0,0,O_0
37870,C2,A4,TX,C1,0,0,0,O_0
37871,C2,A4,TX,C2,0,0,reflexivity,O_3
37872,C2,A4,TX,C3,0,0,0,O_0
37873,C2,A4,TX,C4,0,0,0,O_0
37874,C2,A4,TX,TZ,0,0,0,O_0
37875,C2,A4,B1,A1,0,0,0,O_0
37876,C2,A4,B1,A2,0,0,equivalence,O_3
37877,C2,A4,B1,A3,0,0,0,O_0
37878,C2,A4,B1,A4,0,0,0,O_0
37879,C2,A4,B1,TX,0,0,0,O_0
37880,C2,A4,B1,B1,0,0,0,O_0
37881,C2,A4,B1,B2,0,0,symmetry,O_3
37882,C2,A4,B1,B3,0,0,0,O_0
37883,C2,A4,B1,B4,0,0,0,O_0
37884,C2,A4,B1,TY,0,0,0,O_0
37885,C2,A4,B1,C1,0,0,0,O_0
37886,C2,A4,B1,C2,0,0,reflexivity,O_3
37887,C2,A4,B1,C3,0,0,0,O_0
37888,C2,A4,B1,C4,0,0,0,O_0
37889,C2,A4,B1,TZ,0,0,0,O_0
37890,C2,A4,B2,A1,0,symmetry,0,O_2
37892,C2,A4,B2,A3,0,symmetry,0,O_2
37893,C2,A4,B2,A4,0,symmetry,0,O_2
37894,C2,A4,B2,TX,0,symmetry,0,O_2
37895,C2,A4,B2,B1,0,symmetry,0,O_2
37897,C2,A4,B2,B3,0,symmetry,0,O_2
37898,C2,A4,B2,B4,0,symmetry,0,O_2
37899,C2,A4,B2,TY,0,symmetry,0,O_2
37900,C2,A4,B2,C1,0,symmetry,0,O_2
37902,C2,A4,B2,C3,0,symmetry,0,O_2
37903,C2,A4,B2,C4,0,symmetry,0,O_2
37904,C2,A4,B2,TZ,0,symmetry,0,O_2
37905,C2,A4,B3,A1,0,0,0,O_0
37906,C2,A4,B3,A2,0,0,equivalence,O_3
37907,C2,A4,B3,A3,0,0,0,O_0
37908,C2,A4,B3,A4,0,0,0,O_0
37909,C2,A4,B3,TX,0,0,0,O_0
37910,C2,A4,B3,B1,0,0,0,O_0
37911,C2,A4,B3,B2,0,0,symmetry,O_3
37912,C2,A4,B3,B3,0,0,0,O_0
37913,C2,A4,B3,B4,0,0,0,O_0
37914,C2,A4,B3,TY,0,0,0,O_0
37915,C2,A4,B3,C1,0,0,0,O_0
37916,C2,A4,B3,C2,0,0,reflexivity,O_3
37917,C2,A4,B3,C3,0,0,0,O_0
37918,C2,A4,B3,C4,0,0,0,O_0
37919,C2,A4,B3,TZ,0,0,0,O_0
37920,C2,A4,B4,A1,0,0,0,O_0
37921,C2,A4,B4,A2,0,0,equivalence,O_3
37922,C2,A4,B4,A3,0,0,0,O_0
37923,C2,A4,B4,A4,0,0,0,O_0
37924,C2,A4,B4,TX,0,0,0,O_0
37925,C2,A4,B4,B1,0,0,0,O_0
37926,C2,A4,B4,B2,0,0,symmetry,O_3
37927,C2,A4,B4,B3,0,0,0,O_0
37928,C2,A4,B4,B4,0,0,0,O_0
37929,C2,A4,B4,TY,0,0,0,O_0
37930,C2,A4,B4,C1,0,0,0,O_0
37931,C2,A4,B4,C2,0,0,reflexivity,O_3
37932,C2,A4,B4,C3,0,0,0,O_0
37933,C2,A4,B4,C4,0,0,0,O_0
37934,C2,A4,B4,TZ,0,0,0,O_0
37935,C2,A4,TY,A1,0,0,0,O_0
37936,C2,A4,TY,A2,0,0,equivalence,O_3
37937,C2,A4,TY,A3,0,0,0,O_0
37938,C2,A4,TY,A4,0,0,0,O_0
37939,C2,A4,TY,TX,0,0,0,O_0
37940,C2,A4,TY,B1,0,0,0,O_0
37941,C2,A4,TY,B2,0,0,symmetry,O_3
37942,C2,A4,TY,B3,0,0,0,O_0
37943,C2,A4,TY,B4,0,0,0,O_0
37944,C2,A4,TY,TY,0,0,0,O_0
37945,C2,A4,TY,C1,0,0,0,O_0
37946,C2,A4,TY,C2,0,0,reflexivity,O_3
37947,C2,A4,TY,C3,0,0,0,O_0
37948,C2,A4,TY,C4,0,0,0,O_0
37949,C2,A4,TY,TZ,0,0,0,O_0
37950,C2,A4,C1,A1,0,0,0,O_0
37951,C2,A4,C1,A2,0,0,equivalence,O_3
37952,C2,A4,C1,A3,0,0,0,O_0
37953,C2,A4,C1,A4,0,0,0,O_0
37954,C2,A4,C1,TX,0,0,0,O_0
37955,C2,A4,C1,B1,0,0,0,O_0
37956,C2,A4,C1,B2,0,0,symmetry,O_3
37957,C2,A4,C1,B3,0,0,0,O_0
37958,C2,A4,C1,B4,0,0,0,O_0
37959,C2,A4,C1,TY,0,0,0,O_0
37960,C2,A4,C1,C1,0,0,0,O_0
37961,C2,A4,C1,C2,0,0,reflexivity,O_3
37962,C2,A4,C1,C3,0,0,0,O_0
37963,C2,A4,C1,C4,0,0,0,O_0
37964,C2,A4,C1,TZ,0,0,0,O_0
37965,C2,A4,C2,A1,0,reflexivity,0,O_2
37967,C2,A4,C2,A3,0,reflexivity,0,O_2
37968,C2,A4,C2,A4,0,reflexivity,0,O_2
37969,C2,A4,C2,TX,0,reflexivity,0,O_2
37970,C2,A4,C2,B1,0,reflexivity,0,O_2
37972,C2,A4,C2,B3,0,reflexivity,0,O_2
37973,C2,A4,C2,B4,0,reflexivity,0,O_2
37974,C2,A4,C2,TY,0,reflexivity,0,O_2
37975,C2,A4,C2,C1,0,reflexivity,0,O_2
37977,C2,A4,C2,C3,0,reflexivity,0,O_2
37978,C2,A4,C2,C4,0,reflexivity,0,O_2
37979,C2,A4,C2,TZ,0,reflexivity,0,O_2
37980,C2,A4,C3,A1,0,0,0,O_0
37981,C2,A4,C3,A2,0,0,equivalence,O_3
37982,C2,A4,C3,A3,0,0,0,O_0
37983,C2,A4,C3,A4,0,0,0,O_0
37984,C2,A4,C3,TX,0,0,0,O_0
37985,C2,A4,C3,B1,0,0,0,O_0
37986,C2,A4,C3,B2,0,0,symmetry,O_3
37987,C2,A4,C3,B3,0,0,0,O_0
37988,C2,A4,C3,B4,0,0,0,O_0
37989,C2,A4,C3,TY,0,0,0,O_0
37990,C2,A4,C3,C1,0,0,0,O_0
37991,C2,A4,C3,C2,0,0,reflexivity,O_3
37992,C2,A4,C3,C3,0,0,0,O_0
37993,C2,A4,C3,C4,0,0,0,O_0
37994,C2,A4,C3,TZ,0,0,0,O_0
37995,C2,A4,C4,A1,0,0,0,O_0
37996,C2,A4,C4,A2,0,0,equivalence,O_3
37997,C2,A4,C4,A3,0,0,0,O_0
37998,C2,A4,C4,A4,0,0,0,O_0
37999,C2,A4,C4,TX,0,0,0,O_0
38000,C2,A4,C4,B1,0,0,0,O_0
38001,C2,A4,C4,B2,0,0,symmetry,O_3
38002,C2,A4,C4,B3,0,0,0,O_0
38003,C2,A4,C4,B4,0,0,0,O_0
38004,C2,A4,C4,TY,0,0,0,O_0
38005,C2,A4,C4,C1,0,0,0,O_0
38006,C2,A4,C4,C2,0,0,reflexivity,O_3
38007,C2,A4,C4,C3,0,0,0,O_0
38008,C2,A4,C4,C4,0,0,0,O_0
38009,C2,A4,C4,TZ,0,0,0,O_0
38010,C2,A4,TZ,A1,0,0,0,O_0
38011,C2,A4,TZ,A2,0,0,equivalence,O_3
38012,C2,A4,TZ,A3,0,0,0,O_0
38013,C2,A4,TZ,A4,0,0,0,O_0
38014,C2,A4,TZ,TX,0,0,0,O_0
38015,C2,A4,TZ,B1,0,0,0,O_0
38016,C2,A4,TZ,B2,0,0,symmetry,O_3
38017,C2,A4,TZ,B3,0,0,0,O_0
38018,C2,A4,TZ,B4,0,0,0,O_0
38019,C2,A4,TZ,TY,0,0,0,O_0
38020,C2,A4,TZ,C1,0,0,0,O_0
38021,C2,A4,TZ,C2,0,0,reflexivity,O_3
38022,C2,A4,TZ,C3,0,0,0,O_0
38023,C2,A4,TZ,C4,0,0,0,O_0
38024,C2,A4,TZ,TZ,0,0,0,O_0
38025,C2,TX,A1,A1,0,0,0,O_0
38026,C2,TX,A1,A2,0,0,equivalence,O_3
38027,C2,TX,A1,A3,0,0,0,O_0
38028,C2,TX,A1,A4,0,0,0,O_0
38029,C2,TX,A1,TX,0,0,0,O_0
38030,C2,TX,A1,B1,0,0,0,O_0
38031,C2,TX,A1,B2,0,0,symmetry,O_3
38032,C2,TX,A1,B3,0,0,0,O_0
38033,C2,TX,A1,B4,0,0,0,O_0
38034,C2,TX,A1,TY,0,0,0,O_0
38035,C2,TX,A1,C1,0,0,0,O_0
38036,C2,TX,A1,C2,0,0,reflexivity,O_3
38037,C2,TX,A1,C3,0,0,0,O_0
38038,C2,TX,A1,C4,0,0,0,O_0
38039,C2,TX,A1,TZ,0,0,0,O_0
38040,C2,TX,A2,A1,0,equivalence,0,O_2
38042,C2,TX,A2,A3,0,equivalence,0,O_2
38043,C2,TX,A2,A4,0,equivalence,0,O_2
38044,C2,TX,A2,TX,0,equivalence,0,O_2
38045,C2,TX,A2,B1,0,equivalence,0,O_2
38047,C2,TX,A2,B3,0,equivalence,0,O_2
38048,C2,TX,A2,B4,0,equivalence,0,O_2
38049,C2,TX,A2,TY,0,equivalence,0,O_2
38050,C2,TX,A2,C1,0,equivalence,0,O_2
38052,C2,TX,A2,C3,0,equivalence,0,O_2
38053,C2,TX,A2,C4,0,equivalence,0,O_2
38054,C2,TX,A2,TZ,0,equivalence,0,O_2
38055,C2,TX,A3,A1,0,0,0,O_0
38056,C2,TX,A3,A2,0,0,equivalence,O_3
38057,C2,TX,A3,A3,0,0,0,O_0
38058,C2,TX,A3,A4,0,0,0,O_0
38059,C2,TX,A3,TX,0,0,0,O_0
38060,C2,TX,A3,B1,0,0,0,O_0
38061,C2,TX,A3,B2,0,0,symmetry,O_3
38062,C2,TX,A3,B3,0,0,0,O_0
38063,C2,TX,A3,B4,0,0,0,O_0
38064,C2,TX,A3,TY,0,0,0,O_0
38065,C2,TX,A3,C1,0,0,0,O_0
38066,C2,TX,A3,C2,0,0,reflexivity,O_3
38067,C2,TX,A3,C3,0,0,0,O_0
38068,C2,TX,A3,C4,0,0,0,O_0
38069,C2,TX,A3,TZ,0,0,0,O_0
38070,C2,TX,A4,A1,0,0,0,O_0
38071,C2,TX,A4,A2,0,0,equivalence,O_3
38072,C2,TX,A4,A3,0,0,0,O_0
38073,C2,TX,A4,A4,0,0,0,O_0
38074,C2,TX,A4,TX,0,0,0,O_0
38075,C2,TX,A4,B1,0,0,0,O_0
38076,C2,TX,A4,B2,0,0,symmetry,O_3
38077,C2,TX,A4,B3,0,0,0,O_0
38078,C2,TX,A4,B4,0,0,0,O_0
38079,C2,TX,A4,TY,0,0,0,O_0
38080,C2,TX,A4,C1,0,0,0,O_0
38081,C2,TX,A4,C2,0,0,reflexivity,O_3
38082,C2,TX,A4,C3,0,0,0,O_0
38083,C2,TX,A4,C4,0,0,0,O_0
38084,C2,TX,A4,TZ,0,0,0,O_0
38085,C2,TX,TX,A1,0,0,0,O_0
38086,C2,TX,TX,A2,0,0,equivalence,O_3
38087,C2,TX,TX,A3,0,0,0,O_0
38088,C2,TX,TX,A4,0,0,0,O_0
38089,C2,TX,TX,TX,0,0,0,O_0
38090,C2,TX,TX,B1,0,0,0,O_0
38091,C2,TX,TX,B2,0,0,symmetry,O_3
38092,C2,TX,TX,B3,0,0,0,O_0
38093,C2,TX,TX,B4,0,0,0,O_0
38094,C2,TX,TX,TY,0,0,0,O_0
38095,C2,TX,TX,C1,0,0,0,O_0
38096,C2,TX,TX,C2,0,0,reflexivity,O_3
38097,C2,TX,TX,C3,0,0,0,O_0
38098,C2,TX,TX,C4,0,0,0,O_0
38099,C2,TX,TX,TZ,0,0,0,O_0
38100,C2,TX,B1,A1,0,0,0,O_0
38101,C2,TX,B1,A2,0,0,equivalence,O_3
38102,C2,TX,B1,A3,0,0,0,O_0
38103,C2,TX,B1,A4,0,0,0,O_0
38104,C2,TX,B1,TX,0,0,0,O_0
38105,C2,TX,B1,B1,0,0,0,O_0
38106,C2,TX,B1,B2,0,0,symmetry,O_3
38107,C2,TX,B1,B3,0,0,0,O_0
38108,C2,TX,B1,B4,0,0,0,O_0
38109,C2,TX,B1,TY,0,0,0,O_0
38110,C2,TX,B1,C1,0,0,0,O_0
38111,C2,TX,B1,C2,0,0,reflexivity,O_3
38112,C2,TX,B1,C3,0,0,0,O_0
38113,C2,TX,B1,C4,0,0,0,O_0
38114,C2,TX,B1,TZ,0,0,0,O_0
38115,C2,TX,B2,A1,0,symmetry,0,O_2
38117,C2,TX,B2,A3,0,symmetry,0,O_2
38118,C2,TX,B2,A4,0,symmetry,0,O_2
38119,C2,TX,B2,TX,0,symmetry,0,O_2
38120,C2,TX,B2,B1,0,symmetry,0,O_2
38122,C2,TX,B2,B3,0,symmetry,0,O_2
38123,C2,TX,B2,B4,0,symmetry,0,O_2
38124,C2,TX,B2,TY,0,symmetry,0,O_2
38125,C2,TX,B2,C1,0,symmetry,0,O_2
38127,C2,TX,B2,C3,0,symmetry,0,O_2
38128,C2,TX,B2,C4,0,symmetry,0,O_2
38129,C2,TX,B2,TZ,0,symmetry,0,O_2
38130,C2,TX,B3,A1,0,0,0,O_0
38131,C2,TX,B3,A2,0,0,equivalence,O_3
38132,C2,TX,B3,A3,0,0,0,O_0
38133,C2,TX,B3,A4,0,0,0,O_0
38134,C2,TX,B3,TX,0,0,0,O_0
38135,C2,TX,B3,B1,0,0,0,O_0
38136,C2,TX,B3,B2,0,0,symmetry,O_3
38137,C2,TX,B3,B3,0,0,0,O_0
38138,C2,TX,B3,B4,0,0,0,O_0
38139,C2,TX,B3,TY,0,0,0,O_0
38140,C2,TX,B3,C1,0,0,0,O_0
38141,C2,TX,B3,C2,0,0,reflexivity,O_3
38142,C2,TX,B3,C3,0,0,0,O_0
38143,C2,TX,B3,C4,0,0,0,O_0
38144,C2,TX,B3,TZ,0,0,0,O_0
38145,C2,TX,B4,A1,0,0,0,O_0
38146,C2,TX,B4,A2,0,0,equivalence,O_3
38147,C2,TX,B4,A3,0,0,0,O_0
38148,C2,TX,B4,A4,0,0,0,O_0
38149,C2,TX,B4,TX,0,0,0,O_0
38150,C2,TX,B4,B1,0,0,0,O_0
38151,C2,TX,B4,B2,0,0,symmetry,O_3
38152,C2,TX,B4,B3,0,0,0,O_0
38153,C2,TX,B4,B4,0,0,0,O_0
38154,C2,TX,B4,TY,0,0,0,O_0
38155,C2,TX,B4,C1,0,0,0,O_0
38156,C2,TX,B4,C2,0,0,reflexivity,O_3
38157,C2,TX,B4,C3,0,0,0,O_0
38158,C2,TX,B4,C4,0,0,0,O_0
38159,C2,TX,B4,TZ,0,0,0,O_0
38160,C2,TX,TY,A1,0,0,0,O_0
38161,C2,TX,TY,A2,0,0,equivalence,O_3
38162,C2,TX,TY,A3,0,0,0,O_0
38163,C2,TX,TY,A4,0,0,0,O_0
38164,C2,TX,TY,TX,0,0,0,O_0
38165,C2,TX,TY,B1,0,0,0,O_0
38166,C2,TX,TY,B2,0,0,symmetry,O_3
38167,C2,TX,TY,B3,0,0,0,O_0
38168,C2,TX,TY,B4,0,0,0,O_0
38169,C2,TX,TY,TY,0,0,0,O_0
38170,C2,TX,TY,C1,0,0,0,O_0
38171,C2,TX,TY,C2,0,0,reflexivity,O_3
38172,C2,TX,TY,C3,0,0,0,O_0
38173,C2,TX,TY,C4,0,0,0,O_0
38174,C2,TX,TY,TZ,0,0,0,O_0
38175,C2,TX,C1,A1,0,0,0,O_0
38176,C2,TX,C1,A2,0,0,equivalence,O_3
38177,C2,TX,C1,A3,0,0,0,O_0
38178,C2,TX,C1,A4,0,0,0,O_0
38179,C2,TX,C1,TX,0,0,0,O_0
38180,C2,TX,C1,B1,0,0,0,O_0
38181,C2,TX,C1,B2,0,0,symmetry,O_3
38182,C2,TX,C1,B3,0,0,0,O_0
38183,C2,TX,C1,B4,0,0,0,O_0
38184,C2,TX,C1,TY,0,0,0,O_0
38185,C2,TX,C1,C1,0,0,0,O_0
38186,C2,TX,C1,C2,0,0,reflexivity,O_3
38187,C2,TX,C1,C3,0,0,0,O_0
38188,C2,TX,C1,C4,0,0,0,O_0
38189,C2,TX,C1,TZ,0,0,0,O_0
38190,C2,TX,C2,A1,0,reflexivity,0,O_2
38192,C2,TX,C2,A3,0,reflexivity,0,O_2
38193,C2,TX,C2,A4,0,reflexivity,0,O_2
38194,C2,TX,C2,TX,0,reflexivity,0,O_2
38195,C2,TX,C2,B1,0,reflexivity,0,O_2
38197,C2,TX,C2,B3,0,reflexivity,0,O_2
38198,C2,TX,C2,B4,0,reflexivity,0,O_2
38199,C2,TX,C2,TY,0,reflexivity,0,O_2
38200,C2,TX,C2,C1,0,reflexivity,0,O_2
38202,C2,TX,C2,C3,0,reflexivity,0,O_2
38203,C2,TX,C2,C4,0,reflexivity,0,O_2
38204,C2,TX,C2,TZ,0,reflexivity,0,O_2
38205,C2,TX,C3,A1,0,0,0,O_0
38206,C2,TX,C3,A2,0,0,equivalence,O_3
38207,C2,TX,C3,A3,0,0,0,O_0
38208,C2,TX,C3,A4,0,0,0,O_0
38209,C2,TX,C3,TX,0,0,0,O_0
38210,C2,TX,C3,B1,0,0,0,O_0
38211,C2,TX,C3,B2,0,0,symmetry,O_3
38212,C2,TX,C3,B3,0,0,0,O_0
38213,C2,TX,C3,B4,0,0,0,O_0
38214,C2,TX,C3,TY,0,0,0,O_0
38215,C2,TX,C3,C1,0,0,0,O_0
38216,C2,TX,C3,C2,0,0,reflexivity,O_3
38217,C2,TX,C3,C3,0,0,0,O_0
38218,C2,TX,C3,C4,0,0,0,O_0
38219,C2,TX,C3,TZ,0,0,0,O_0
38220,C2,TX,C4,A1,0,0,0,O_0
38221,C2,TX,C4,A2,0,0,equivalence,O_3
38222,C2,TX,C4,A3,0,0,0,O_0
38223,C2,TX,C4,A4,0,0,0,O_0
38224,C2,TX,C4,TX,0,0,0,O_0
38225,C2,TX,C4,B1,0,0,0,O_0
38226,C2,TX,C4,B2,0,0,symmetry,O_3
38227,C2,TX,C4,B3,0,0,0,O_0
38228,C2,TX,C4,B4,0,0,0,O_0
38229,C2,TX,C4,TY,0,0,0,O_0
38230,C2,TX,C4,C1,0,0,0,O_0
38231,C2,TX,C4,C2,0,0,reflexivity,O_3
38232,C2,TX,C4,C3,0,0,0,O_0
38233,C2,TX,C4,C4,0,0,0,O_0
38234,C2,TX,C4,TZ,0,0,0,O_0
38235,C2,TX,TZ,A1,0,0,0,O_0
38236,C2,TX,TZ,A2,0,0,equivalence,O_3
38237,C2,TX,TZ,A3,0,0,0,O_0
38238,C2,TX,TZ,A4,0,0,0,O_0
38239,C2,TX,TZ,TX,0,0,0,O_0
38240,C2,TX,TZ,B1,0,0,0,O_0
38241,C2,TX,TZ,B2,0,0,symmetry,O_3
38242,C2,TX,TZ,B3,0,0,0,O_0
38243,C2,TX,TZ,B4,0,0,0,O_0
38244,C2,TX,TZ,TY,0,0,0,O_0
38245,C2,TX,TZ,C1,0,0,0,O_0
38246,C2,TX,TZ,C2,0,0,reflexivity,O_3
38247,C2,TX,TZ,C3,0,0,0,O_0
38248,C2,TX,TZ,C4,0,0,0,O_0
38249,C2,TX,TZ,TZ,0,0,0,O_0
38250,C2,B1,A1,A1,0,0,0,O_0
38251,C2,B1,A1,A2,0,0,equivalence,O_3
38252,C2,B1,A1,A3,0,0,0,O_0
38253,C2,B1,A1,A4,0,0,0,O_0
38254,C2,B1,A1,TX,0,0,0,O_0
38255,C2,B1,A1,B1,0,0,0,O_0
38256,C2,B1,A1,B2,0,0,symmetry,O_3
38257,C2,B1,A1,B3,0,0,0,O_0
38258,C2,B1,A1,B4,0,0,0,O_0
38259,C2,B1,A1,TY,0,0,0,O_0
38260,C2,B1,A1,C1,0,0,0,O_0
38261,C2,B1,A1,C2,0,0,reflexivity,O_3
38262,C2,B1,A1,C3,0,0,0,O_0
38263,C2,B1,A1,C4,0,0,0,O_0
38264,C2,B1,A1,TZ,0,0,0,O_0
38265,C2,B1,A2,A1,0,equivalence,0,O_2
